2026/08/01@02:41:09,98,-0.93927,-0.117248536,0.043640136,-1.5114504,1.0076336,-1.0458015
2026/08/01@02:41:10,99,-0.940002464,-0.11798096,0.04748535,-1.4961832,1.3740458,-0.3129771
2026/08/01@02:41:12,101,-0.94018552,-0.12200928,0.044555664,-1.5572519,1.4274809,-1.3206106
2026/08/01@02:41:13,102,-0.9313965,-0.13208008,0.056396484,-1.6183206,0.55725192,-3.2290078
2026/08/01@02:41:14,103,-0.9388428,-0.122558592,0.0413208,-1.259542,2.1145038,-1.2442748
2026/08/01@02:41:15,104,-0.9215698,-0.14434814,0.042297364,-1.648855,1.167939,-2.7557252
2026/08/01@02:41:16,105,-0.9237671,-0.14318848,0.01373291,-1.5648855,2.7328244,-0.65648852
2026/08/01@02:41:17,106,-0.935791,-0.1375122,0.0032958984,-1.259542,0.3053435,-2.40458
2026/08/01@02:41:18,107,-0.9421997,-0.13531494,0.0087890624,-1.2900764,0.099236648,-1.3587786
2026/08/01@02:41:19,108,-0.9329834,-0.14105224,0.0043945312,-1.3206106,1.0687023,-1.70229
